stroke_count,character,pinyin
8,欣,xīn
11,欲,yù
11,欷,xī
11,欸,āi
12,款,kuǎn
12,欺,qī
12,欹,yī
12,欻,chuā
13,歇,xiē
13,歆,xīn
13,歃,shà
13,歅,yīn
4,止,zhǐ
5,正,zhèng
6,此,cǐ
7,步,bù
8,武,wǔ
8,歧,qí
9,歪,wāi
4,歹,dǎi
14,殡,bìn
15,殣,jìn
16,殪,yì
6,死,sǐ
7,歼,jiān
8,殁,mò
9,残,cán
9,殆,dài
9,殃,yāng
9,殇,shāng
9,殄,tiǎn
9,殂,cú
10,殊,shū
10,殉,xùn
11,殓,liàn
11,殒,yǔn
11,殍,piǎo
12,殖,zhí
12,殚,dān
12,殛,jí
4,殳,shū
15,毅,yì
8,殴,ōu
9,段,duàn
10,殷,yīn
13,毁,huǐ
13,殿,diàn
13,毂,gǔ
4,毋,wú
4,毌,guàn
5,母,mǔ
7,每,měi
7,毐,ǎi
8,乸,nǎ
9,毒,dú
14,毓,yù
4,比,bǐ
6,毕,bì
9,毖,bì
10,毙,bì
4,毛,máo
16,氅,chǎng
16,氇,lu
16,氆,pǔ
22,氍,qú
9,毡,zhān
10,毪,mú
11,毫,háo
12,毯,tǎn
12,毵,sān
12,毳,cuì
12,毽,jiàn
13,毹,shū
4,氏,shì
5,民,mín
5,氐,dī
8,氓,máng
4,气,qì
5,氕,piē
13,氲,yūn
6,氖,nǎi
6,氘,dāo
7,氚,chuān
7,氙,xiān
8,氛,fēn
9,氢,qīng
9,氟,fú
9,氡,dōng
10,氧,yǎng
10,氨,ān
10,氦,hài
10,氤,yīn
10,氩,yà
11,氪,kè
12,氯,lǜ
12,氮,dàn
12,氰,qíng
4,水,shuǐ
5,永,yǒng
13,满,mǎn
13,源,yuán
12,滑,huá
13,溜,liū
12,滋,zī
13,滩,tān
13,溪,xī
13,溶,róng
13,滥,làn
13,溢,yì
13,滨,bīn
13,滔,tāo
13,溯,sù
13,滤,lǜ
13,溺,nì
13,漓,lí
13,滇,diān
13,溥,pǔ
15,滕,téng
13,溟,míng
13,滦,luán
13,滂,pāng
13,滓,zǐ
13,滢,yíng
13,溴,xiù
13,滟,yàn
12,滁,chú
13,溧,lì
13,溘,kè
13,溏,táng
12,溲,sōu
13,溱,qín
13,溽,rù
13,溷,hùn
13,滏,fǔ
13,滠,shè
13,溻,tā
13,滗,bì
13,滃,wēng
9,浉,shī
10,涢,yún
12,溚,tǎ
12,溠,zhà
12,溞,sāo
13,溍,jìn
13,溹,suò
13,滆,gé
13,滉,huàng
13,溦,wēi
13,溵,yīn
13,滧,xiao
13,滘,jiào
13,滍,zhì
14,演,yǎn
14,漫,màn
13,滚,gǔn
14,漂,piào
13,漠,mò
14,滴,dī
14,漏,lòu
14,漆,qī
14,潇,xiāo
14,漱,shù
14,漉,lù
14,漪,yī
14,漾,yàng
14,漩,xuán
14,漳,zhāng
14,漕,cáo
14,潍,wéi
14,潆,yíng
14,漯,luò
14,滹,hū
14,潋,liàn
14,漶,huàn
14,漤,lǎn
13,漭,mǎng
13,滫,xiǔ
9,浐,chǎn
12,溇,lóu
13,漷,huǒ
14,漹,yān
14,漖,jiào
14,漼,cuǐ
14,漴,zhuàng
14,漈,jì
14,漻,liáo
15,漦,chí
15,潜,qián
15,潮,cháo
15,潘,pān
15,潭,tán
15,澄,chéng
15,澜,lán
15,澈,chè
15,澎,pēng
15,潦,lǎo
15,潼,tóng
15,潺,chán
16,潞,lù
14,潢,huáng
15,潸,shān
14,潴,zhū
15,澍,shù
15,澌,sī
15,潲,shào
14,澉,gǎn
15,潟,xì
14,潩,yì
14,漋,lóng
15,潖,pá
15,潵,sǎ
15,㵐,jué
15,澂,chéng
15,潽,pū
15,潾,lín
15,潏,yù
16,激,jī
15,澳,ào
16,澡,zǎo
16,濒,bīn
16,濑,lài
16,澹,dàn
16,濂,lián
16,澧,lǐ
16,濉,suī
16,澶,chán
13,滪,yù
16,澥,xiè
16,濋,chǔ
16,澪,líng
16,澽,jù
16,澴,huán
16,澭,yōng
16,澼,pì
17,濮,pú
17,濡,rú
17,濯,zhuó
17,濠,háo
17,濞,bì
9,浕,jìn
12,溁,yíng
16,濩,huò
18,瀑,pù
15,澛,lǔ
18,瀔,gǔ
18,瀍,chán
18,瀌,biāo
19,瀚,hàn
19,瀛,yíng
19,瀣,xiè
20,瀹,yuè
20,瀱,jì
20,瀼,ráng
20,瀵,fèn
20,灌,guàn
21,灏,hào
21,灈,qú
7,求,qiú
5,汉,hàn
5,汇,huì
5,汁,zhī
5,汀,tīng
6,凼,dàng
6,汆,cuān
5,氿,guǐ
5,汈,diāo
5,氾,fàn
24,灞,bà
6,江,jiāng
6,污,wū
6,汗,hàn
6,汤,tāng
6,池,chí
6,汝,rǔ
6,汛,xùn
7,汞,gǒng
6,汕,shàn
6,汐,xī
6,汊,chà
6,汜,sì
6,汔,qì
6,𬇕,wàn
6,汋,zhuó
7,没,méi
7,沉,chén
7,沙,shā
7,汽,qì
7,沟,gōu
7,沈,chén
7,沃,wò
7,汪,wāng
7,沦,lún
7,沪,hù
7,汹,xiōng
7,汰,tài
7,沧,cāng
7,沁,qìn
7,沛,pèi
7,沌,dùn
6,汲,jí
7,沐,mù
7,沥,lì
7,汶,wèn
7,汾,fén
7,沂,yí
8,沓,dá
7,沅,yuán
7,汩,gǔ
7,汴,biàn
7,沣,fēng
7,沏,qī
7,沤,ōu
7,汨,mì
7,沆,hàng
7,沔,miǎn
7,沩,wéi
7,沚,zhǐ
7,沨,fēng
7,汧,qiān
7,汫,jǐng
7,𣲘,wǔ
7,𣲗,wéi
7,沄,yún
7,沘,bǐ
7,𬇙,pèi
7,汭,ruì
7,㳇,fù
7,沇,yǎn
8,法,fǎ
8,治,zhì
8,注,zhù
8,河,hé
8,波,bō
8,油,yóu
8,泽,zé
8,沿,yán
8,泪,lèi
10,泰,tài
7,泛,fàn
8,泥,ní
9,泉,quán
8,浅,qiǎn
8,泡,pào
8,泄,xiè
8,泊,pō
8,泼,pō
8,沾,zhān
8,泣,qì
8,沼,zhǎo
8,沫,mò
8,泳,yǒng
8,泌,mì
8,沸,fèi
8,泻,xiè
8,沮,jǔ
8,沽,gū
9,泵,bèng
8,泞,nìng
8,泯,mǐn
8,沱,tuó
8,泗,sì
8,泓,hóng
8,泾,jīng
8,泅,qiú
8,泸,lú
8,泱,yāng
8,泷,lóng
8,泠,líng
9,泶,xué
8,泫,xuàn
8,泔,gān
8,泮,pàn
8,沭,shù
7,泐,lè
8,泺,luò
8,泖,mǎo
8,沲,tuó
8,泙,píng
8,沺,tián
8,泂,jiǒng
8,泜,zhī
8,泃,jū
8,泇,jiā
9,活,huó
9,济,jì
10,流,liú
9,派,pài
9,洲,zhōu
9,洋,yáng
9,测,cè
9,洛,luò
9,洞,dòng
9,洗,xǐ
9,洪,hóng
9,津,jīn
9,洁,jié
9,浓,nóng
9,浑,hún
9,洒,sǎ
10,浆,jiāng
9,浏,liú
9,浇,jiāo
9,浊,zhuó
9,洽,qià
9,洼,wā
9,浒,hǔ
9,洵,xún
9,洄,huí
9,洌,liè
9,洹,huán
9,浔,xún
9,浃,jiā
9,洱,ěr
9,洙,zhū
9,洳,rù
9,洮,táo
9,洇,yīn
9,洎,jì
9,浍,huì
9,洫,xù
9,洧,wěi
9,洚,jiàng
9,㳠,tà
9,洭,kuāng
9,洘,kǎo
9,洓,sè
9,洿,wū
9,㳚,xù
9,泚,cǐ
9,浈,zhēn
9,洸,guāng
9,洑,fú
9,洢,yī
9,洈,wéi
9,洺,míng
9,洨,xiáo
9,㳘,chōng
9,洴,píng
9,洣,mǐ
10,海,hǎi
10,消,xiāo
10,浪,làng
10,涉,shè
10,润,rùn
10,浮,fú
10,涌,yǒng
10,涂,tú
10,涨,zhǎng
10,浩,hào
10,涛,tāo
10,浙,zhè
10,浦,pǔ
10,浴,yù
10,涅,niè
10,浸,jìn
10,涡,wō
10,涩,sè
10,涕,tì
10,涤,dí
10,浚,jùn
9,涎,xián
10,涧,jiàn
10,涣,huàn
10,涟,lián
10,涓,juān
10,涝,lào
10,浜,bāng
10,浣,huàn
10,涞,lái
10,涔,cén
10,浠,xī
10,浯,wú
10,涑,sù
10,浞,zhuó
10,浼,měi
10,涠,wéi
10,浥,yì
10,涍,xiào
10,浡,bó
10,浭,gēng
10,浬,lǐ
10,涄,pīng
10,涐,é
10,浰,liàn
10,浟,yóu
10,浛,hán
10,浲,féng
10,涘,sì
11,清,qīng
11,深,shēn
11,渐,jiàn
11,混,hùn
11,淡,dàn
11,液,yè
11,渔,yú
11,添,tiān
11,淋,lín
11,渊,yuān
11,淮,huái
11,淫,yín
11,涵,hán
11,淘,táo
11,渗,shèn
11,淹,yān
11,涯,yá
11,淑,shū
11,淌,tǎng
11,淳,chún
11,淀,diàn
11,淆,xiáo
11,渎,dú
11,淤,yū
11,淄,zī
11,渍,zì
11,涸,hé
12,颍,yǐng
11,淖,nào
11,淇,qí
11,淞,sōng
11,淙,cóng
11,涿,zhuō
11,涮,shuàn
12,淼,miǎo
11,淦,gàn
11,淅,xī
11,渌,lù
11,渚,zhǔ
11,淬,cuì
11,涫,guàn
11,淝,féi
11,涪,fú
11,渑,miǎn
11,渖,shěn
11,淠,pì
11,淏,hào
11,𬇹,guó
11,淟,tiǎn
11,淜,píng
11,淴,hū
11,淯,yù
11,湴,bàn
11,涴,wò
12,游,yóu
12,湾,wān
12,温,wēn
12,湖,hú
12,港,gǎng
12,渡,dù
12,湿,shī
12,溃,kuì
12,渴,kě
12,湘,xiāng
12,滞,zhì
11,渠,qú
12,溅,jiàn
12,渺,miǎo
12,湛,zhàn
12,渣,zhā
12,溉,gài
12,渲,xuàn
12,渭,wèi
12,湄,méi
12,渝,yú
12,渤,bó
12,湃,pài
12,湍,tuān
12,湮,yān
12,渥,wò
12,湎,miǎn
12,湟,huáng
12,溆,xù
12,湫,jiǎo
12,湔,jiān
12,湓,pén
12,渫,xiè
12,湜,shí
12,湲,yuán
12,湉,tián
12,𣸣,fén
12,湝,jiē
12,渰,yǎn
12,㴔,xī
12,渟,tíng
12,渼,měi
12,湣,mǐn
12,湑,xū
4,火,huǒ
5,灭,miè
14,熊,xióng
14,熙,xī
14,熄,xī
14,熏,xūn
14,熔,róng
14,煽,shān
14,熘,liū
14,熇,hè
15,熟,shú
14,熬,áo
15,熠,yì
15,熵,shāng
15,熨,yùn
15,熳,màn
14,熥,tēng
15,熜,cōng
15,熛,biāo
16,燃,rán
16,燕,yàn
16,熹,xī
16,燎,liáo
16,燔,fán
16,燋,jiāo
16,熻,xī
16,燊,shēn
16,燚,yì
16,燏,yù
17,燥,zào
17,燮,xiè
16,燧,suì
16,燠,yù
18,燹,xiǎn
19,爆,bào
19,㸆,kào
18,爇,ruò
20,㸌,huò
20,爔,xī
21,爚,yuè
21,爝,jué
21,爟,guàn
6,灯,dēng
6,灰,huī
30,爨,cuàn
7,灾,zāi
7,灿,càn
7,灶,zào
7,灼,zhuó
7,灸,jiǔ
7,炀,yáng
8,炎,yán
8,炉,lú
8,炒,chǎo
8,炕,kàng
8,炊,chuī
8,炙,zhì
8,炖,dùn
8,炜,wěi
8,炔,guì
8,炝,qiàng
8,炅,jiǒng
8,𬉼,ōu
8,炘,xīn
8,炌,kài
8,炆,wén
9,点,diǎn
9,炮,pào
9,炸,zhà
9,烂,làn
9,炼,liàn
9,炭,tàn
9,烁,shuò
9,炯,jiǒng
9,炳,bǐng
9,炽,chì
9,炫,xuàn
8,炬,jù
9,烃,tīng
9,炷,zhù
9,炱,tái
9,炻,shí
9,烀,hū
9,秌,qiū
9,炣,kě
9,炟,dá
9,㶲,yòng
10,热,rè
10,烈,liè
10,烟,yān
10,烧,shāo
10,烦,fán
10,烛,zhú
10,烤,kǎo
10,烫,tàng
10,烘,hōng
10,烙,lào
10,烬,jìn
10,烨,yè
10,烩,huì
10,烊,yáng
10,烜,xuǎn
10,烠,huí
10,烔,tóng
10,𬊈,qián
10,烝,zhēng
11,焉,yān
11,焕,huàn
11,焘,dào
11,烹,pēng
11,烽,fēng
11,焊,hàn
11,烯,xī
11,烷,wán
11,焓,hán
11,焖,mèn
11,焐,wù
11,焗,jú
10,烶,tǐng
10,烻,yàn
11,焆,juān
11,烺,lǎng
11,焌,jùn
12,然,rán
12,焦,jiāo
12,焰,yàn
12,焚,fén
12,煮,zhǔ
12,焙,bèi
12,焱,yàn
12,颎,jiǒng
12,焯,chāo
12,焜,kūn
12,焞,tūn
12,𬊤,chǎn
13,照,zhào
13,煤,méi
13,煌,huáng
13,煞,shā
13,煎,jiān
13,煜,yù
13,煦,xù
13,煊,xuān
13,煨,wēi
13,煲,bāo
13,煅,duàn
13,煸,biān
13,煳,hú
13,煺,tuì
13,煁,chén
13,煃,kuǐ
13,煴,yūn
13,煋,xīng
13,煟,wèi
13,煓,tuān
4,爪,zhǎo
17,爵,jué
8,爬,pá
8,觅,mì
9,爰,yuán
10,爱,ài
4,父,fù
6,爷,yé
8,爸,bà
10,爹,diē
4,爻,yáo
11,爽,shuǎng
4,爿,pán
9,牁,kē
9,将,jiāng
10,牂,zāng
4,片,piàn
15,牖,yǒu
8,版,bǎn
12,牌,pái
12,牍,dú
13,牒,dié
4,牙,yá
10,𬌗,hé
12,牚,chēng
4,牛,niú
14,犒,kào
16,犟,jiàng
20,犨,chōu
6,牟,móu
6,牝,pìn
7,牢,láo
7,牡,mǔ
7,牤,māng
8,物,wù
8,牧,mù
8,牦,máo
8,牥,fāng
9,牲,shēng
9,牯,gǔ
9,牮,jiàn
10,特,tè
10,牺,xī
11,犁,lí
11,牾,wǔ
11,牿,gù
11,牻,máng
12,犀,xī
12,犊,dú
12,犄,jī
12,犋,jù
12,犇,bēn
12,犍,jiān
13,犏,piān
4,犬,quǎn
13,猿,yuán
12,猾,huá
13,猺,yáo
14,獐,zhāng
14,獍,jìng
14,獒,áo
15,獗,jué
15,獠,liáo
16,獭,tǎ
16,獬,xiè
17,獯,xūn
16,獴,měng
20,獾,huān
5,犯,fàn
5,犰,qiú
23,玃,jué
7,状,zhuàng
6,犷,guǎng
6,犸,mà
6,犴,àn
7,狂,kuáng
7,犹,yóu
7,狄,dí
7,狈,bèi
7,狁,yǔn
7,狃,niǔ
8,狗,gǒu
8,狐,hú
8,狒,fèi
8,狞,níng
8,狙,jū
8,狎,xiá
8,狍,páo
8,狉,pī
8,狝,xiǎn
9,独,dú
9,狱,yù
9,狠,hěn
9,狭,xiá
9,狮,shī
9,狡,jiǎo
9,狩,shòu
9,狰,zhēng
9,狯,kuài
9,狲,sūn
9,狨,róng
10,狼,láng
10,狸,lí
10,狻,suān
10,狷,juàn
10,狺,yín
10,猁,lì
10,狴,bì
10,狳,yú
10,猃,xiǎn
11,猛,měng
11,猜,cāi
11,猎,liè
11,猝,cù
11,猖,chāng
11,猓,guǒ
11,猕,mí
11,猗,yī
11,猊,ní
11,猡,luó
11,猞,shē
11,猇,xiāo
11,猄,jīng
13,献,xiàn
11,猫,māo
11,猪,zhū
12,猩,xīng
12,猴,hóu
12,猥,wěi
12,猬,wèi
13,猷,yóu
12,猢,hú
12,猱,náo
12,猹,chá
12,猸,méi
12,猰,yà
12,猯,tuān
12,㺄,yǔ
5,玄,xuán
11,率,lǜ
4,王,wáng
5,玉,yù
13,瑰,guī
14,瑶,yáo
14,瑭,táng
14,瑷,ài
13,瑳,cuō
14,瑧,zhēn
14,瑨,jìn
14,瑱,zhèn
14,瑢,róng
15,瑬,liú
14,璃,lí
15,璇,xuán
15,璋,zhāng
15,瑾,jǐn
15,璀,cuǐ
15,璎,yīng
15,璁,cōng
14,璈,áo
14,𫞩,mén
15,㻬,tū
15,璆,qiú
17,璐,lù
16,璞,pú
15,璜,huáng
16,璟,jǐng
16,璠,fán
16,璘,lín
16,璒,dēng
18,璧,bì
17,璨,càn
17,璩,qú
17,璪,zǎo
16,璥,jǐng
16,璲,suì
17,璱,sè
17,𤩽,huán
17,璬,jiǎo
17,璮,tǎn
20,璺,wèn
18,瓀,ruǎn
20,瓒,zàn
21,𤫉,xiè
21,瓖,xiāng
21,瓘,guàn
6,玑,jī
6,玎,dīng
7,玛,mǎ
7,玖,jiǔ
7,玕,gān
7,玙,yú
7,玒,hóng
7,玓,dì
7,玘,qǐ
7,玚,chàng
8,现,xiàn
8,环,huán
8,玩,wán
8,玫,méi
8,玮,wěi
8,玢,bīn
8,玟,wén
8,玡,yá
8,玭,pín
8,玠,jiè
8,玥,yuè
8,玦,jué
8,玤,bàng
8,玞,fū
8,玱,qiāng
9,珍,zhēn
9,玻,bō
9,玲,líng
9,珊,shān
9,珀,pò
9,珂,kē
10,玺,xǐ
9,珑,lóng
9,玷,diàn
9,珈,jiā
9,珏,jué
9,珐,fà
9,玳,dài
9,珉,mín
9,玶,píng
9,珇,zǔ
9,珅,shēn
9,𬍛,lì
9,珋,liǔ
9,玹,xuán
9,珌,bì
9,玿,sháo
10,玼,cǐ
10,班,bān
10,珠,zhū
10,顼,xū
10,珥,ěr
10,珞,luò
10,珩,háng
10,珲,huī
10,珙,gǒng
10,珧,yáo
10,珰,dāng
10,珣,xún
10,珪,guī
10,珛,xiù
10,珖,guàng
10,珦,xiàng
10,珫,chōng
10,珒,jīn
10,𬍤,xún
10,珢,yín
10,珕,lì
10,珝,xǔ
11,𬍡,dàng
11,理,lǐ
11,球,qiú
11,琐,suǒ
11,琉,liú
11,琅,láng
11,琏,liǎn
10,琊,yá
11,琇,xiù
10,珹,chéng
10,珽,tǐng
11,琎,jìn
11,珸,wú
11,珵,chéng
11,琄,xuàn
11,琈,fú
11,琀,hán
11,珺,jùn
12,琴,qín
12,琼,qióng
12,琳,lín
12,琢,zuó
12,琪,qí
12,琦,qí
12,琛,chēn
12,琶,pá
12,琵,pí
12,琥,hǔ
12,琨,kūn
12,琬,wǎn
12,琰,yǎn
12,琮,cóng
12,琚,jū
10,琤,chēng
12,琫,běng
12,琯,guǎn
12,珷,wǔ
12,琲,bèi
12,琡,chù
12,琟,wéi
12,琔,diàn
12,琭,lù
13,瑞,ruì
13,瑟,sè
13,瑜,yú
12,瑛,yīng
13,瑚,hú
13,瑙,nǎo
13,瑕,xiá
13,瑁,mào
13,瑗,yuàn
13,瑄,xuān
13,瑃,chūn
13,瑓,liàn
13,瑅,tí
13,瑆,xīng
13,瑖,duàn
13,瑝,huáng
13,瑔,quán
13,瑀,yǔ
13,𤧛,dì
13,瑂,méi
13,瑑,zhuàn
5,瓜,guā
16,瓢,piáo
19,瓣,bàn
22,瓤,ráng
10,瓞,dié
11,瓠,hù
4,瓦,wǎ
14,甍,méng
16,甑,zèng
16,甏,bèng
17,甓,pì
20,甗,yǎn
8,瓮,wèng
8,瓯,ōu
9,瓴,líng
10,瓶,píng
10,瓷,cí
11,瓻,chī
12,瓿,bù
13,甄,zhēn
5,甘,gān
9,甚,shén
11,甜,tián
14,㽏,gàn
5,生,shēng
10,甡,shēn
12,甥,shēng
12,甦,sū
5,用,yòng
5,甩,shuǎi
6,甪,lù
7,甫,fǔ
7,甬,yǒng
9,甭,béng
12,甯,níng
5,由,yóu
5,田,tián
5,甲,jiǎ
5,申,shēn
15,畿,jī
16,疁,liú
17,疃,tuǎn
19,疆,jiāng
7,男,nán
7,甸,diān
7,町,tīng
8,画,huà
8,畀,bì
8,甾,zāi
9,界,jiè
9,畏,wèi
9,毗,pí
9,畈,fàn
9,畋,tián
9,畎,quǎn
10,畖,wā
10,留,liú
10,畜,chù
10,畔,pàn
10,畛,zhěn
10,畚,běn
11,略,lüè
11,畦,qí
11,畤,zhì
12,番,fān
12,畴,chóu
12,畲,shē
12,畯,jùn
12,畬,shē
13,畸,jī
13,畹,wǎn
10,疍,dàn
12,疏,shū
14,疑,yí
14,疐,zhì
14,瘦,shòu
15,瘤,liú
15,瘫,tān
14,瘟,wēn
14,瘩,da
15,瘢,bān
15,瘪,biě
15,瘠,jí
14,瘙,sào
15,瘛,chì
14,瘥,chài
16,瘾,yǐn
16,瘸,qué
16,瘴,zhàng
16,瘿,yǐng
16,瘰,luǒ
16,瘵,zhài
16,瘳,chōu
15,瘼,mò
16,癀,huáng
16,瘭,biāo
17,癌,ái
17,癍,bān
16,癃,lóng
18,癖,pǐ
18,癞,lài
18,癜,diàn
18,癔,yì
18,癗,lěi
19,癣,xuǎn
21,癫,diān
23,癯,qú
7,疗,liáo
7,疖,jiē
7,疔,dīng
8,疚,jiù
8,疙,gē
8,疟,nüè
8,疝,shàn
8,疠,lì
9,疯,fēng
9,疫,yì
9,疤,bā
9,疮,chuāng
8,疡,yáng
9,疣,yóu
9,疥,jiè
9,疬,lì
9,疭,zòng
9,疢,chèn
10,病,bìng
10,症,zhèng
10,疾,jí
10,疼,téng
10,疲,pí
10,疹,zhěn
10,痉,jìng
11,疵,cī
10,疱,pào
10,疽,jū
10,疸,dǎn
10,痂,jiā
10,痈,yōng
10,疴,kē
10,疳,gān
10,疰,zhù
10,痄,zhà
10,痃,xuán
11,痕,hén
11,痒,yǎng
11,痊,quán
11,痔,zhì
11,痍,yí
11,痖,yǎ
11,痓,chì
12,痛,tòng
12,痪,huàn
12,痫,xián
12,痞,pǐ
12,痘,dòu
12,痢,lì
12,痣,zhì
12,痨,láo
12,痤,cuó
12,痧,shā
12,痦,wù
13,痴,chī
13,痰,tán
13,痹,bì
13,瘀,yū
13,瘁,cuì
13,痿,wěi
13,痼,gù
13,痱,fèi
13,瘅,dān
13,瘃,zhú
13,瘆,shèn
14,瘘,lòu
14,瘌,là
14,瘗,yì
13,瘐,yǔ
14,瘕,jiǎ
14,瘊,hóu
9,癸,guǐ
12,登,dēng
5,白,bái
6,百,bǎi
6,癿,qié
15,皞,hào
15,皛,xiǎo
17,皤,pó
18,皦,jiǎo
22,皭,jiào
7,皂,zào
8,的,de
9,皇,huáng
9,皆,jiē
9,皈,guī
10,皋,gāo
11,皑,ái
11,皎,jiǎo
11,㿠,huàng
12,皓,hào
12,皖,wǎn
12,皕,bì
13,皙,xī
5,皮,pí
10,皱,zhòu
11,皲,jūn
12,皴,cūn
5,皿,mǐn
15,盤,pán
16,盥,guàn
16,盦,ān
17,盩,zhōu
17,盨,xǔ
17,盪,dàng
18,盫,ān
18,盬,gǔ
8,盂,yú
9,盆,pén
9,盈,yíng
9,盅,zhōng
9,盇,hé
10,益,yì
10,监,jiān
10,盐,yán
10,盏,zhǎn
10,盎,àng
10,盍,hé
10,盌,wǎn
10,盉,hé
11,盘,pán
11,盖,gài
11,盗,dào
11,盒,hé
11,盔,kuī
11,盕,fàn
11,盓,yū
11,盛,shèng
12,盜,dào
13,盟,méng
13,盝,lù
13,盞,zhǎn
14,盡,jǐn
14,監,jiān
14,盠,lí
14,盢,xù
5,目,mù
15,瞎,xiā
15,瞒,mán
15,瞌,kē
15,瞑,míng
15,瞋,chēn
14,瞇,mī
14,瞍,sǒu
15,瞓,shuì
15,瞐,mò
15,瞏,qióng
16,瞟,piǎo
16,瞠,chēng
15,瞢,méng
16,瞕,zhàng
16,瞜,lōu
16,瞣,huan
16,瞡,guǐ
16,瞞,mán
17,瞧,qiáo
17,瞪,dèng
17,瞬,shùn
16,瞥,piē
17,瞩,zhǔ
17,瞳,tóng
16,瞰,kàn
17,瞭,liǎo
14,瞆,kuì
17,瞫,shěn
17,瞷,jiàn
17,瞵,lín
18,瞻,zhān
18,瞿,qú
18,瞽,gǔ
18,瞼,jiǎn
18,矀,méi
18,矂,sào
18,矇,méng
19,矅,yào
19,矊,mián
19,矄,xūn
19,矃,nǐng
20,矍,jué
19,矎,xuān
20,矒,méng
22,矔,guàn
24,矗,chù
7,盯,dīng
25,矘,tǎng
24,矙,kàn
26,矚,zhǔ
8,直,zhí
8,盲,máng
8,盱,xū
8,盳,wàng
9,看,kàn
9,相,xiāng
9,省,shěng
9,盾,dùn
9,眉,méi
9,盼,pàn
9,眈,dān
9,盹,dǔn
9,眇,miǎo
9,眍,kōu
9,眄,miǎn
9,眊,mào
9,眆,fǎng
9,盻,xì
9,眅,pān
9,県,xiàn
9,盿,mín
9,盽,fēng
9,眃,yún
9,眀,míng
9,𪾢,xiàn
9,盷,tián
10,真,zhēn
10,眠,mián
9,眨,zhǎ
10,眩,xuàn
11,眦,zì
10,眬,lóng
10,眙,yí
10,眢,yuān
10,眚,shěng
10,眫,mǐ
10,眎,shì
11,眥,zì
10,眖,kuàng
10,眜,mò
10,眏,yāng
10,眣,dié
10,眕,zhěn
10,眞,zhēn
10,眘,shèn
11,着,zhe
11,眼,yǎn
11,睁,zhēng
11,眯,mī
11,眷,juàn
11,眶,kuàng
11,眺,tiào
11,眸,móu
11,眾,zhòng
11,眭,suī
11,眰,diè
11,眳,míng
11,眵,chī
11,眹,zhèn
11,眮,tóng
11,眲,nè
12,睑,jiǎn
12,睐,lài
12,睇,dì
12,睃,suō
12,睏,kùn
12,睆,huàn
12,睊,juàn
12,睄,shào
12,睅,hàn
12,睍,xiàn
12,睎,xī
12,睋,é
12,睉,cuó
13,睛,jīng
13,督,dū
13,睡,shuì
13,睦,mù
13,睬,cǎi
13,睫,jié
13,睢,suī
13,睨,nì
13,睥,pì
13,睚,yá
13,睒,shǎn
13,睪,yì
13,睞,lài
13,睖,lèng
13,睠,juàn
13,睙,liè
13,睧,hūn
13,睕,wǎn
13,睘,qióng
13,睩,lù
13,瞄,miáo
13,睹,dǔ
14,瞅,chǒu
14,睿,ruì
14,睾,gāo
14,睽,kuí
14,瞀,mào
14,睺,hóu
14,瞂,fá
14,䁖,lōu
14,睴,gùn
14,睱,xià
14,睻,xuān
5,矛,máo
25,矡,jué
9,矜,jīn
10,矝,lín
12,矞,yù
12,矟,shuò
5,矢,shǐ
17,矯,jiǎo
17,矰,zēng
7,矣,yǐ
8,知,zhī
9,矧,shěn
9,矩,jǔ
11,矫,jiǎo
12,短,duǎn
12,矬,cuó
13,矮,ǎi
5,石,shí
14,磁,cí
15,磅,bàng
15,磕,kē
14,磋,cuō
15,磊,lěi
15,磐,pán
15,碾,niǎn
15,磔,zhé
15,磙,gǔn
15,確,què
15,磉,sǎng
15,碼,mǎ
15,碻,què
16,磜,qì
14,磈,wěi
15,磑,wéi
15,磃,sī
15,碽,gōng
15,磄,táng
14,𥔲,è
15,磏,lián
16,磨,mó
16,磬,qìng
16,磡,kàn
16,磥,lěi
16,磫,zōng
16,磦,biāo
16,磩,qì
16,磭,chuò
16,磚,zhuān
16,磞,pēng
16,磪,cuī
16,磣,chěn
16,磠,lǔ
16,𥕢,cáo
17,礁,jiāo
17,磷,lín
16,磺,huáng
17,磴,dèng
16,磲,qú
17,礅,dūn
17,磻,pán
17,磾,dī
11,硚,qiáo
17,礄,qiáo
17,磿,lì
17,磳,zēng
17,磹,tán
17,礀,jian
17,磽,qiāo
17,磸,dìng
17,礂,xi
17,磯,jī
18,礌,léi
18,礎,chǔ
18,礓,jiāng
17,礈,zhuì
18,礋,zé
18,礉,hé
18,礒,yǐ
17,礇,yù
18,礊,kè
18,礑,dàng
18,礐,què
18,𥖨,zào
19,礙,ài
18,礞,méng
18,礡,bó
18,礜,yù
19,礘,è
19,礦,kuàng
20,礨,lěi
19,礤,cǎ
21,礴,bó
21,礱,lóng
21,礮,pào
22,礵,shuāng
7,矶,jī
7,矵,qì
8,码,mǎ
8,矿,kuàng
8,矾,fán
8,矸,gān
8,矽,xì
8,矻,kū
8,矺,zhé
8,矼,gāng
9,砍,kǎn
9,砖,zhuān
9,砂,shā
9,砌,qì
9,砚,yàn
9,砒,pī
9,砉,huò
9,砗,chē
8,砀,dàng
9,砜,fēng
9,砘,dùn
9,砑,yà
9,砛,jin
9,砏,bīn
9,砆,fū
9,砄,jué
10,破,pò
10,础,chǔ
10,砸,zá
10,砰,pēng
10,砾,lì
10,砥,dǐ
